"COD_ACC","PRG_CONV","NUM_POLIZZA","COD_COMP","DES_CONV","PERC_ACCANTONAMENTO","CODICE_POLIZZA_AZIENDA","ACCORDO_NP","PRG_GRUPPO_INVIO","COD_PROVIDER","MAX_GG_PAGAMENTO","FLG_LIQUIDAZIONE_DIRETTA"
"0098","314","72908466","0001","FDO TUTELA 10 ASS FAM VITTIME","0",,"A","1","CONV","30","N"
"0217","110","72908182","0001","FT3 RIMINI ASSICURA SAS","0",,"A","1","CONV","30","N"
"0217","111","72908162","0001","FT3 VEGA PROGETTI SNC","0",,"A","1","CONV","30","N"
"0217","119","500881454","0001","FT6 PROFILATI LONATESI SRL","0",,"A","1","CONV","30","N"
"0179","84","506601126","0001","OPZ AC/2 BASE SPEZIALFOND","0",,"A","1","CONV","0","N"
"0017","2","505071243","0001","SIGEMI DIPENDENTI","0",,"A","1","CONV","30","N"
"0025","2","501258069","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0019","12","72908309","0001","FONDO TUTELA 01_002","0",,"A","1","CONV","30","N"
"0019","13","79244502","0001","FONDO TUTELA 01_003","0",,"A","1","CONV","30","N"
"0066","1","501225608","0001","DCH AMMINISTRATORI","0",,"A","1","CONV","0","N"
"0067","1","501225933","0001","NEXO AMMINISTRATORI","0",,"A","1","CONV","0","N"
"0098","1","72908135","0001","FDO TUTELA 01 EURASIA MOTOR CO","0",,"A","1","CONV","30","N"
"0098","2","79244383","0001","FDO TUTELA 01BIS ISA SPA","0",,"A","1","CONV","30","N"
"0005","8","73624573","0001","AON OPZ VI 73624573","0",,"A","1","CONV","30","S"
"0005","9","73624589","0001","AON OPZ VI 73624589","0",,"A","1","CONV","30","S"
"0098","10","72908211","0001","FDO TUTELA 14 PREDARI VETRI","0",,"A","1","CONV","30","N"
"0098","11","501049264","0001","FDO TUTELA 16INT LUCAPRINT SPA","0",,"A","1","CONV","30","N"
"0098","12","72908309","0001","FDO TUTELA 01 INSER SPA","0",,"A","1","CONV","30","N"
"0098","13","79244502","0001","FDO TUTELA 01 SANDALJ","0",,"A","1","CONV","30","N"
"0098","14","79244374","0001","FDO TUTELA 01INT CONSORZIO ITA","0",,"A","1","CONV","30","N"
"0098","15","79244381","0001","FDO TUTELA 01INT DOLOMITI SPA","0",,"A","1","CONV","30","N"
"0098","16","79244382","0001","FDO TUTELA 01INT NOVARETI SPA","0",,"A","1","CONV","30","N"
"0098","17","79244506","0001","FDO TUTELA 01INT DIAMALTERIA","0",,"A","1","CONV","30","N"
"0098","18","72908072","0001","FDO TUTELA 10 PRIMATOUR ITALIA","0",,"A","1","CONV","30","N"
"0098","23","72908131","0001","FDO TUTELA 10 LINDBERGH SPA","0",,"A","1","CONV","30","N"
"0098","24","72908182","0001","FDO TUTELA 10 RIMINI ASSICURA","0",,"A","1","CONV","30","N"
"0098","29","72908234","0001","FDO TUTELA 10 EFFEBI SAS","0",,"A","1","CONV","30","N"
"0098","36","72908322","0001","FDO TUTELA 10 HOTEL GARDEN SNC","0",,"A","1","CONV","30","N"
"0098","37","72908331","0001","FDO TUTELA 10 MECCANOTESSILE","0",,"A","1","CONV","30","N"
"0098","39","500881419","0001","FDO TUTELA 10 SHERIDAN SRL","0",,"A","1","CONV","30","N"
"0098","40","500881421","0001","FDO TUTELA 10 PIFFERI BRUNO &C","0",,"A","1","CONV","30","N"
"0098","48","500881499","0001","FDO TUTELA 10 SANDRETTO &C SAS","0",,"A","1","CONV","30","N"
"0098","49","500881500","0001","FDO TUTELA 10 STAR EUROPA SRL","0",,"A","1","CONV","30","N"
"0098","51","501049260","0001","FDO TUTELA 10 D.T.E. SRL","0",,"A","1","CONV","30","N"
"0098","209","79267281","0001","FDO TUTELA 02 INT INVEL REAL E","0",,"A","1","CONV","30","N"
"0098","210","79267286","0001","FDO TUTELA 10 ITIB SRL","0",,"A","1","CONV","30","N"
"0098","211","79267287","0001","FDO TUTELA 14 ITIB SRL","0",,"A","1","CONV","30","N"
"0098","212","500881406","0001","FDO TUTELA 10 G.M.O. SRL","0",,"A","1","CONV","30","N"
"0098","213","500881409","0001","FDO TUTELA 10 PUATO & ZOTTA","0",,"A","1","CONV","30","N"
"0098","214","500881410","0001","FDO TUTELA 10 I.Q.S. SRL","0",,"A","1","CONV","30","N"
"0098","215","500881411","0001","FDO TUTELA 10 STAMPERIA DEL SE","0",,"A","1","CONV","30","N"
"0098","216","500881413","0001","FDO TUTELA 10 LIVI SRL","0",,"A","1","CONV","30","N"
"0098","217","500881422","0001","FDO TUTELA 10 EDIL NICO IANNIZ","0",,"A","1","CONV","30","N"
"0098","219","500881426","0001","FDO TUTELA 10 ALKAFF SRL","0",,"A","1","CONV","30","N"
"0098","220","500881427","0001","FDO TUTELA 10 LA FENICE SRL","0",,"A","1","CONV","30","N"
"0098","221","500881430","0001","FDO TUTELA 12 I & ME SRL","0",,"A","1","CONV","30","N"
"0098","222","500881431","0001","FDO TUTELA 10 BELLUCCI SPA","0",,"A","1","CONV","30","N"
"0098","257","500881473","0001","FDO TUTELA 09 DITTA MINELLE","0",,"A","1","CONV","30","N"
"0098","258","500881476","0001","FDO TUTELA CDG INT CARTIERE","0",,"A","1","CONV","30","N"
"0164","2","52236279","0001","GI&BI SRL QUADRI","0",,"A","1","CONV","30","N"
"0098","324","72908472","0001","FDO TUTELA 12 JULIET SRL","0",,"A","1","CONV","30","N"
"0098","325","72908474","0001","FDO TUTELA 10 GUIDI SAS","0",,"A","1","CONV","30","N"
"0098","326","72908473","0001","FDO TUTELA 10 ROCCABILLY SNC","0",,"A","1","CONV","30","N"
"0098","327","72908475","0001","FDO TUTELA 13 ITEMI SRL","0",,"A","1","CONV","30","N"
"0166","4","506188042","0001","SOCI 13 ANNI","0",,"A","1","CONV","30","N"
"0166","65","506188042","0001","SOCI 74 ANNI","0",,"A","1","CONV","30","N"
"0166","66","506188042","0001","SOCI 75 ANNI","0",,"A","1","CONV","30","N"
"0166","67","506188042","0001","SOCI 76 ANNI","0",,"A","1","CONV","30","N"
"0166","68","506188042","0001","SOCI 77 ANNI","0",,"A","1","CONV","30","N"
"0166","69","506188042","0001","SOCI 78 ANNI","0",,"A","1","CONV","30","N"
"0166","70","506188042","0001","SOCI 79 ANNI","0",,"A","1","CONV","30","N"
"0166","71","506188042","0001","SOCI 80 ANNI","0",,"A","1","CONV","30","N"
"0166","72","506188042","0001","SOCI ULTRA 80 ANNI","0",,"A","1","CONV","30","N"
"0166","73","506188042","0001","TITOLARE SENZA PRESTAZIONI","0",,"A","1","CONV","30","N"
"0166","74","506188042","0001","FIGLI GARANZIA GRATUITA","0",,"A","1","CONV","30","N"
"0193","1","501049338","0001","STUDIO DIANA COMPLETA","0",,"A","1","CONV","0","N"
"0194","1","506447021","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0194","2","506447021","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0194","3","506447021","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0194","4","506447021","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0195","1","506447027","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0195","2","506447027","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0195","3","506447027","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0195","4","506447027","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0196","1","501258055","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0196","2","501258055","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0196","3","506447021","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0196","4","506447021","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0197","1","501258075","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0197","2","501258075","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0198","1","79268089","0001","MODIS OPZ. 1","0",,"A","1","CONV","30","N"
"0198","2","79268089","0001","MODIS OPZ. 2 DIRETTE","0",,"A","1","CONV","30","N"
"0198","3","79268089","0001","MODIS OPZ. 2 INDIRETTE","0",,"A","1","CONV","30","N"
"0199","1","731472975","0073","HETA DIRIGENTI","0",,"A","4","CONV","0","N"
"0199","2","731472975","0073","HETA QUADRI DIRETTIVI 3/4","0",,"A","4","CONV","0","N"
"0199","3","731472971","0073","HETA IPOTESI A 1/2","0",,"A","4","CONV","0","N"
"0199","4","731472971","0073","HETA IPOTESI B 1/2","0",,"A","4","CONV","0","N"
"0200","1","731253343","0073","HYPO IPOTESI A 1/2","0",,"A","4","CONV","0","N"
"0200","2","731253343","0073","HYPO IPOTESI B 1/2","0",,"A","4","CONV","0","N"
"0200","3","731253344","0073","HYPO DIRIGENTI","0",,"A","4","CONV","0","N"
"0200","4","731253344","0073","HYPO QUADRI DIRETTIVI 3/4","0",,"A","4","CONV","0","N"
"0205","1","78556572","0001","QUADRI","0",,"A","1","CONV","30","N"
"0201","2","733029605","0073","NATISSA IPOTESI A 1/2","0",,"A","4","CONV","0","N"
"0206","1","500010368","0001","AUBAY QUADRI","0",,"A","1","CONV","0","N"
"0206","2","500010175","0001","AUBAY VENTURINI","0",,"A","1","CONV","0","N"
"0207","1","53655174","0001","DIRIGENTI INTEGRATIVA","0",,"A","1","CONV","0","N"
"0207","2","53655175","0001","QUADRI/IMPIEGATI COMPLETA","0",,"A","1","CONV","0","N"
"0209","1","506489003","0001","BDS STANDARD","0",,"A","1","CONV","30","N"
"0209","2","506489003","0001","BDS STANDARD + GAR. AGGIUNTIVE","0",,"A","1","CONV","30","N"
"0211","1","79268540","0001","MTX QUADRI","0",,"A","1","CONV","0","N"
"0212","1","501049334","0001","STEDAN INTEGRATIVA FASI","0",,"A","1","CONV","0","N"
"0217","3",,"0001","FT2","0",,"A","1","CONV","30","N"
"0217","10",,"0001","FT5 >70","0",,"A","1","CONV","30","N"
"0218","17","72908160","0001","MT BASE UNDER 70_FORNAROLI MIC","0",,"A","1","CONV","0","N"
"0217","44","79244402","0001","FT4 >70 ING. G. LUPI","0",,"A","1","CONV","30","N"
"0217","45","79244432","0001","FT8 AUTOTRASPORTI DI A.C.G.","0",,"A","1","CONV","30","N"
"0217","46","72908498","0001","FT4 F.M. HOLDING INVESTMENTS","0",,"A","1","CONV","30","N"
"0179","39","505798994","0001","OPZ GAMMA PLUS AUTOSCOUT24 GMB","0",,"A","1","CONV","0","N"
"0179","56","506601047","0001","OPZ AC/2 BAD CHIMET","0",,"A","1","CONV","0","N"
"0217","175",,"0001","FT3 LIBRA SRL","0",,"A","1","CONV","30","N"
"0217","176","500881422","0001","FT3 EDIL NICO DI IANNIZZI NICO","0",,"A","1","CONV","30","N"
"0217","177","501049077","0001","FT3 PIANO G ENGINEERING SRL","0",,"A","1","CONV","30","N"
"0217","178","72908436","0001","FT3 CREATIVE ART SRL","0",,"A","1","CONV","30","N"
"0217","179","72908457","0001","FT4 OTTICA MASNAGHETTI SRL","0",,"A","1","CONV","30","N"
"0217","180","72908502","0001","FT3 ASIA AFRICA MARKET DI CHEN","0",,"A","1","CONV","30","N"
"0217","181","72908435","0001","FT4 L. & T. SRL","0",,"A","1","CONV","30","N"
"0023","1","501225799","0001","FASDAPI AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0019","5","72908106","0001","FONDO TUTELA 04_001","0",,"A","1","CONV","30","N"
"0024","1","502493025","0001","BDS STANDARD","0",,"A","1","CONV","30","N"
"0042","1","0000000000","0003","DIPENDENTI SILVER","0",,"A","12","CONV","60","N"
"0098","299","72908451","0001","FDO TUTELA 11 CHIAMA E CENA","0",,"A","1","CONV","30","N"
"0098","300","72908452","0001","FDO TUTELA 10 MELOGRANO HOLDIN","0",,"A","1","CONV","30","N"
"0203","1","506552236","0001","QUADRI SINGLE","0",,"A","1","CONV","30","N"
"0203","2","506552236","0001","QUADRI NUCLEO 2 ASSICURATI","0",,"A","1","CONV","30","N"
"0218","22","500881414","0001","MT TOP UNDER 70_DE JAEGHER","0",,"A","1","CONV","0","N"
"0217","188","72908414","0001","FT3 S.I.R.E. ELETTRONICA","0",,"A","1","CONV","30","N"
"0217","210","79244409","0001","FT3 INT ATLANTICA TRASPORTI","0",,"A","1","CONV","30","N"
"0039","1","501049326","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0058","1","52268035","0001","DKV OPZ. 6 EXTRA","0",,"A","1","CONV","30","N"
"0152","3","501258104","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0152","4","501258104","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0217","223","72908510","0001","FT1 INT TOP DOLOMITI HOLDING","0",,"A","1","CONV","30","N"
"0036","2","72908204","0001","TINABA SRL QUADRI","0",,"A","1","CONV","30","N"
"0036","3","72908202","0001","TINABA SRL DIRIGENTI","0",,"A","1","CONV","30","N"
"0019","112","500881455","0001","FDO TUTELA 10 GELATERIA VENETA","0",,"A","1","CONV","30","N"
"0069","1","73624581","0001","AON ACCURACY Opz. III","0",,"A","1","CONV","30","N"
"0098","57","501049414","0001","FDO TUTELA 10 TRONCHINI SRL","0",,"A","1","CONV","30","N"
"0098","58","72908137","0001","FDO TUTELA 11 GENERAL TRASPORT","0",,"A","1","CONV","30","N"
"0098","59","72908156","0001","FDO TUTELA 11 TELA DI DREW SAS","0",,"A","1","CONV","30","N"
"0217","88","72908372","0001","FT4 SDM SRL","0",,"A","1","CONV","30","N"
"0217","89","72908372","0001","FT4 >70 SDM SRL","0",,"A","1","CONV","30","N"
"0218","91","72908148","0001","MT BASE UNDER 70_BRACCO","0",,"A","1","CONV","0","N"
"0218","92","72908212","0001","MT MEDIUM UNDER 70_GAGGIOLI","0",,"A","1","CONV","0","N"
"0018","1","502019510","0001","Q8 QUASER DIPENDENTI","0",,"A","1","CONV","30","N"
"0019","4","79267282","0001","FONDO TUTELA 02_001INTEGRATIVA","0",,"A","1","CONV","30","N"
"0023","2","501225799","0001","AMM. DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","3","501225799","0001","AMM. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","4","501225799","0001","AMM. DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0023","5","501225799","0001","AMM. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0023","6","501225799","0001","FASDAPI DIRIGENTI","0",,"A","1","CONV","30","N"
"0023","7","501225799","0001","DIR. DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","8","501225799","0001","DIR. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","9","501225799","0001","DIR. DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0023","10","501225799","0001","DIR. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0023","11","501225799","0001","FASDAPI QUADRI","0",,"A","1","CONV","30","N"
"0023","12","501225799","0001","QUADRI DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","13","501225799","0001","QUAD. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0023","14","501225799","0001","QUADRI DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0023","15","501225799","0001","QUA. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0062","1","79903489","0001","CAMINADA COMPLETA","0",,"A","1","CONV","0","N"
"0089","1","79244418","0001","SATOR SPA","0",,"A","1","CONV","30","N"
"0089","2","79244418","0001","SATOR SPA AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0090","1","72908203","0001","TINABA SRL IMPIEGATI","0",,"A","1","CONV","30","N"
"0090","2","72908204","0001","TINABA SRL QUADRI","0",,"A","1","CONV","30","N"
"0090","3","72908202","0001","TINABA SRL DIRIGENTI","0",,"A","1","CONV","30","N"
"0090","4","72908200","0001","TINABA SRL AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0098","93","72908091","0001","FDO TUTELA 10 G.CONSUL SRLS","0",,"A","1","CONV","30","N"
"0098","96","72908094","0001","FDO TUTELA 10 BM IMMOBILIARE","0",,"A","1","CONV","30","N"
"0098","97","72908094","0001","FDO TUTELA 10 FINDODICI SRL","0",,"A","1","CONV","30","N"
"0098","111","72908168","0001","FDO TUTELA 12 INERTECO SRL","0",,"A","1","CONV","30","N"
"0098","124","72908215","0001","FDO TUTELA 10 AIELLO SICUSER","0",,"A","1","CONV","30","N"
"0098","125","72908222","0001","FDO TUTELA 10 FRINZI SRL","0",,"A","1","CONV","30","N"
"0098","127","72908224","0001","FDO TUTELA 10 AUTOMOTIVE SAS","0",,"A","1","CONV","30","N"
"0098","128","72908226","0001","FDO TUTELA 10 BRC SPA","0",,"A","1","CONV","30","N"
"0098","131","72908237","0001","FDO TUTELA 12 TRANSFILMS SRL","0",,"A","1","CONV","30","N"
"0098","132","72908238","0001","FDO TUTELA 10 F.LLI ROTA SRL","0",,"A","1","CONV","30","N"
"0098","140","72908266","0001","FDO TUTELA 10 OCEM SRL","0",,"A","1","CONV","30","N"
"0098","141","72908268","0001","FDO TUTELA 11 NAI SRL","0",,"A","1","CONV","30","N"
"0098","143","72908277","0001","FDO TUTELA 01 MUSIC CENTER SRL","0",,"A","1","CONV","30","N"
"0098","146","72908282","0001","FDO TUTELA 10 EUROPA SERVICE","0",,"A","1","CONV","30","N"
"0098","147","72908284","0001","FDO TUTELA 12 CROMODORA WHEELS","0",,"A","1","CONV","30","N"
"0098","148","72908287","0001","FDO TUTELA 02 INT INSER SPA","0",,"A","1","CONV","30","N"
"0098","149","72908288","0001","FDO TUTELA 10 NOVA TEK SRL","0",,"A","1","CONV","30","N"
"0098","290","72908433","0001","FDO TUTELA 11 VAMS INGEGNERIA","0",,"A","1","CONV","30","N"
"0178","1","732957564","0073","OPZ. 1","0",,"A","4","CONV","30","N"
"0178","2","732957560","0073","OPZ. 2","0",,"A","4","CONV","30","N"
"0178","3","732957563","0073","OPZ. 3","0",,"A","4","CONV","30","N"
"0178","4","732957557","0073","OPZ. 4","0",,"A","4","CONV","30","N"
"0178","5","732957558","0073","OPZ. 5","0",,"A","4","CONV","30","N"
"0178","6","732957562","0073","OPZ. 6","0",,"A","4","CONV","30","N"
"0178","7","732957561","0073","OPZ. 7","0",,"A","4","CONV","30","N"
"0178","8","730952849","0073","OPZ. 8 ITALY CLUB","0",,"A","4","CONV","30","N"
"0180","3","506552235","0001","DIRIGENTI NUCLEO 3 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","4","506552235","0001","DIRIGENTI NUCLEO 4 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","5","506552235","0001","DIRIGENTI NUCLEO 5 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","6","506552235","0001","QUADRI SINGLE","0",,"A","1","CONV","30","N"
"0180","7","506552235","0001","QUADRI NUCLEO 2 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","8","506552235","0001","QUADRI NUCLEO 3 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","9","506552235","0001","DIPENDENTI SINGLE","0",,"A","1","CONV","30","N"
"0180","10","506552235","0001","DIPENDENTI CON NUCLEO","0",,"A","1","CONV","30","N"
"0178","9","553591741","0073","OPZ. 9","0",,"A","4","CONV","30","N"
"0218","34","72908469","0001","MT TOP UNDER 70_BARCELLA","0",,"A","1","CONV","0","N"
"0218","35","72908495","0001","MT BASE UNDER 70_BARESI","0",,"A","1","CONV","0","N"
"0217","87","72908391","0001","FT3 BELLAVISTA RELAX S.R.L.","0",,"A","1","CONV","30","N"
"0218","105",,"0001","MT BASE UNDER 70_FANTATO","0",,"A","1","CONV","0","N"
"0218","106",,"0001","MT BASE OVER 70_FANTATO","0",,"A","1","CONV","0","N"
"0049","1","731472975","0073","HETA DIRIGENTI","0",,"A","4","CONV","0","N"
"0056","2","253742117","0002","P&P BASE COMPLETA > 80","0",,"A","2","CONV","60","N"
"0088","146","72908456","0001","MITUTELA BASE 064","0",,"A","1","CONV","0","N"
"0178","10","553591759","0073","OPZ. 10","0",,"A","4","CONV","30","N"
"0179","31","506601079","0001","OPZ ZETA N BASE WL GORE","0",,"A","1","CONV","0","N"
"0217","42","72908427","0001","FT3 BOVE","0",,"A","1","CONV","30","N"
"0218","54","72908410","0001","MT BASE UNDER 70_VITALE","0",,"A","1","CONV","0","N"
"0217","206","501049264","0001","FT3 INT LUCAPRINT","0",,"A","1","CONV","30","N"
"0218","101","72908103","0001","MT BASE UNDER 70_PARIS","0",,"A","1","CONV","0","N"
"0217","207","79244502","0001","FT7 SANDALJ TRADING COMPANY","0",,"A","1","CONV","30","N"
"0217","208","79244379","0001","FT3 INT SANDALJ TRADINGCOMPANY","0",,"A","1","CONV","30","N"
"0217","209","79244370","0001","FT3 INT ALTO GARDA SERVIZI","0",,"A","1","CONV","30","N"
"0015","6","502019458","0001","Q8 I SEMESTRE","0",,"A","1","CONV","30","N"
"0038","74","72908320","0001","MITUTELA BASE 037","0",,"A","1","CONV","0","N"
"0098","175","72908354","0001","FDO TUTELA 12 A.M.A.N. SCPA","0",,"A","1","CONV","30","N"
"0147","1","501258016","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0147","2","501258016","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0147","3","501258016","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0147","4","501258016","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0148","1","501258060","0001","JUNIOR TITOLARI","0",,"A","1","CONV","30","N"
"0148","2","501258060","0001","JUNIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0148","3","501258060","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0148","4","501258060","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0150","1","501258104","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0150","2","501258104","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0152","1","501258055","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0152","2","501258055","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0098","253","72908278","0001","FDO TUTELA 05 INVEL REAL ESTAT","0",,"A","1","CONV","30","N"
"0098","318",,"0001","FDO TUTELA 06 DA UTILIZZARE","0",,"A","1","CONV","0","N"
"0098","255","79244415","0001","FDO TUTELA 08 INT INSER SPA","0",,"A","1","CONV","30","N"
"0098","256","500881471","0001","FDO TUTELA 09 MINELLE SNC","0",,"A","1","CONV","30","N"
"0177","1","52268035","0001","DKV OPZ. 6 EXTRA","0",,"A","1","CONV","30","N"
"0177","2","52268037","0001","DKV OPZ. 3 BASE","0",,"A","1","CONV","0","N"
"0217","31","79244493","0001","FT4 RIVA","0",,"A","1","CONV","30","N"
"0217","32","79244396","0001","FT3 FONTANA ERMES","0",,"A","1","CONV","30","N"
"0217","33","72908091","0001","FT3 G. CONSUL","0",,"A","1","CONV","30","N"
"0217","34","72908091","0001","FT3 >70 G. CONSUL","0",,"A","1","CONV","30","N"
"0217","35","72908405","0001","FT5 PLANETEL","0",,"A","1","CONV","30","N"
"0218","78","72908483","0001","MT BASE UNDER 70_LIBERI","0",,"A","1","CONV","0","N"
"0015","2","502019458","0001","Q8 APPARECCHIO ACUSTICO","0",,"A","1","CONV","30","N"
"0015","3","502019458","0001","Q8 NO MAX FISIOTERAPIA","0",,"A","1","CONV","30","N"
"0015","4","502019458","0001","Q8 NO MAX PSICOANALISI","0",,"A","1","CONV","30","N"
"0015","5","502019458","0001","Q8 COLON E GASTRO","0",,"A","1","CONV","30","N"
"0041","2","501671843","0001","CASSA OPZIONE B 001","0",,"A","1","CONV","0","N"
"0048","1","79903161","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0127","1","53655174","0001","DIRIGENTI INTEGRATIVA","0",,"A","1","CONV","0","N"
"0127","2","53655175","0001","QUADRI/IMPIEGATI COMPLETA","0",,"A","1","CONV","0","N"
"0128","1","501049627","0001","QUADRI","0",,"A","1","CONV","30","N"
"0129","1","501049326","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0129","2","501049325","0001","QUADRI","0",,"A","1","CONV","30","N"
"0130","1","501049324","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0130","2","501049323","0001","QUADRI","0",,"A","1","CONV","30","N"
"0131","1","501049705","0001","DIRIGENTI","0",,"A","1","CONV","30","N"
"0131","2","501049710","0001","QUADRI","0",,"A","1","CONV","30","N"
"0133","1","501049334","0001","STEDAN INTEGRATIVA FASI","0",,"A","1","CONV","0","N"
"0134","1","501049338","0001","STUDIO DIANA COMPLETA","0",,"A","1","CONV","0","N"
"0098","291","72908436","0001","FDO TUTELA 10 CREATIVE ART SRL","0",,"A","1","CONV","30","N"
"0098","292","72908437","0001","FDO TUTELA 10 LI.SI SRLS","0",,"A","1","CONV","30","N"
"0166","49","506188042","0001","SOCI 58 ANNI","0",,"A","1","CONV","30","N"
"0179","47","505798909","0001","OPZ AC/4CK BAD GRANDHOTEL DINO","0",,"A","1","CONV","0","N"
"0217","94","72908193","0001","FT6 ALLROUND SRL","0",,"A","1","CONV","30","N"
"0217","95","501049274","0001","FT7 SPALENZA SRL","0",,"A","1","CONV","30","N"
"0217","96","79244434","0001","FT7 EUROTERMO SRL","0",,"A","1","CONV","30","N"
"0217","97","72908448","0001","FT5 SANDRA B SPA","0",,"A","1","CONV","30","N"
"0217","98","501049346","0001","FT4 ZECCHINI G. SRL","0",,"A","1","CONV","30","N"
"0217","99","500881451","0001","FT3 PARMA MET SPA","0",,"A","1","CONV","30","N"
"0217","135","72908112","0001","FT5 >70 ATET AZ.TORINESE ELETT","0",,"A","1","CONV","30","N"
"0217","136","500881406","0001","FT3 G.M.O. SRL","0",,"A","1","CONV","30","N"
"0217","137","500881406","0001","FT3 >70 G.M.O. SRL","0",,"A","1","CONV","30","N"
"0217","138","72908499","0001","FT4 AIRCOMP SRL","0",,"A","1","CONV","30","N"
"0217","139","501049260","0001","FT8 D.T.E. DESIGN TECNOLOGY EN","0",,"A","1","CONV","30","N"
"0217","140","72908092","0001","FT3 >70 TITANOX SRL","0",,"A","1","CONV","30","N"
"0217","141","72908335","0001","FT4 >70 DI PROSPERO ING. VALTE","0",,"A","1","CONV","30","N"
"0217","142","72908299","0001","FT3 SFE SRL","0",,"A","1","CONV","30","N"
"0217","143","72908113","0001","FT3 RAGGIO SRL","0",,"A","1","CONV","30","N"
"0217","144","72908364","0001","FT3 EVIMERIA SRL","0",,"A","1","CONV","30","N"
"0217","145","72908474","0001","FT3 GUIDI SAS","0",,"A","1","CONV","30","N"
"0217","169","500881471","0001","FT1 >70 MINELLE ARREDAMENTI SN","0",,"A","1","CONV","30","N"
"0217","195","72908336","0001","FT3 TEA ENERGIE","0",,"A","1","CONV","30","N"
"0217","196","72908336","0001","FT3 >70 TEA ENERGIE","0",,"A","1","CONV","30","N"
"0218","97","72908393","0001","MT MEDIUM UNDER 70_FROSINA","0",,"A","1","CONV","0","N"
"0218","98","500881446","0001","MT BASE UNDER 70_STERZA","0",,"A","1","CONV","0","N"
"0218","99","72908357","0001","MT BASE UNDER 70_VAGLIENTI","0",,"A","1","CONV","0","N"
"0218","100","72908260","0001","MT BASE UNDER 70_LEGRENZI","0",,"A","1","CONV","0","N"
"0217","197","72908360","0001","FT3 TECNO SALD","0",,"A","1","CONV","30","N"
"0217","198","500881413","0001","FT3 >70 LIVI","0",,"A","1","CONV","30","N"
"0217","199","72908222","0001","FT3 FRINZI","0",,"A","1","CONV","30","N"
"0217","200","501049419","0001","FT4 IMPERIA SUITE ROME","0",,"A","1","CONV","30","N"
