"COD_ACC","PRG_CONV","NUM_POLIZZA","COD_COMP","DES_CONV","PERC_ACCANTONAMENTO","CODICE_POLIZZA_AZIENDA","ACCORDO_NP","PRG_GRUPPO_INVIO","COD_PROVIDER","MAX_GG_PAGAMENTO","FLG_LIQUIDAZIONE_DIRETTA"
"0111","1","501049432","0001","AON ITALIA IMPIEGATI","0",,"A","1","CONV","30","N"
"0111","2","501049434","0001","AON ITALIA QUADRI","0",,"A","1","CONV","30","N"
"0098","69","79244435","0001","FDO TUTELA 11 OLEODINAMICA SRL","0",,"A","1","CONV","30","N"
"0098","225","500881436","0001","FDO TUTELA 12 BRUGHIERA SRL","0",,"A","1","CONV","30","N"
"0098","226","500881437","0001","FDO TUTELA 11 LA PANTASTAMPI","0",,"A","1","CONV","30","N"
"0098","227","500881451","0001","FDO TUTELA 10 PARMA MET SRL","0",,"A","1","CONV","30","N"
"0098","228","500881453","0001","FDO TUTELA 01 INT HYDRO DOLOMI","0",,"A","1","CONV","30","N"
"0098","229","500881454","0001","FDO TUTELA 10 PROFILATI LONATE","0",,"A","1","CONV","30","N"
"0098","233","500881461","0001","FDO TUTELA 12 DADI SRL","0",,"A","1","CONV","30","N"
"0098","234","500881463","0001","FDO TUTELA 11 DELLA TORRE SNC","0",,"A","1","CONV","30","N"
"0098","235","500881465","0001","FDO TUTELA 12 C.R. APPALTI SRL","0",,"A","1","CONV","30","N"
"0098","237","500881494","0001","FDO TUTELA 10 BONINI SRL","0",,"A","1","CONV","30","N"
"0098","238","500881496","0001","FDO TUTELA 10 ERRECI IMPIANTI","0",,"A","1","CONV","30","N"
"0098","240","501049076","0001","FDO TUTELA 10 OTTICA RICHETTI","0",,"A","1","CONV","30","N"
"0098","241","501049077","0001","FDO TUTELA 10 PIANO G ENGINEER","0",,"A","1","CONV","30","N"
"0098","243","501049255","0001","FDO TUTELA 10 SCOPELLO CERAMIC","0",,"A","1","CONV","30","N"
"0098","244","501049261","0001","FDO TUTELA 10 S.T.A. SRL","0",,"A","1","CONV","30","N"
"0098","245","501049274","0001","FDO TUTELA 01 SPALENZA SRL","0",,"A","1","CONV","30","N"
"0098","246","501049275","0001","FDO TUTELA 10 GALVAMET SRL","0",,"A","1","CONV","30","N"
"0088","134","72908420","0001","MITUTELA BASE 061","0",,"A","1","CONV","0","N"
"0098","309","72908462","0001","FDO TUTELA 10 ALPHA CONSULTA","0",,"A","1","CONV","30","N"
"0098","316","72908485","0001","FDO TUTELA 10 ELETTRODIESEL EM","0",,"A","1","CONV","30","N"
"0166","11","506188042","0001","SOCI 20 ANNI","0",,"A","1","CONV","30","N"
"0166","12","506188042","0001","SOCI 21 ANNI","0",,"A","1","CONV","30","N"
"0166","13","506188042","0001","SOCI 22 ANNI","0",,"A","1","CONV","30","N"
"0166","14","506188042","0001","SOCI 23 ANNI","0",,"A","1","CONV","30","N"
"0166","15","506188042","0001","SOCI 24 ANNI","0",,"A","1","CONV","30","N"
"0166","16","506188042","0001","SOCI 25 ANNI","0",,"A","1","CONV","30","N"
"0166","17","506188042","0001","SOCI 26 ANNI","0",,"A","1","CONV","30","N"
"0166","21","506188042","0001","SOCI 30 ANNI","0",,"A","1","CONV","30","N"
"0166","22","506188042","0001","SOCI 31 ANNI","0",,"A","1","CONV","30","N"
"0166","33","506188042","0001","SOCI 42 ANNI","0",,"A","1","CONV","30","N"
"0166","34","506188042","0001","SOCI 43 ANNI","0",,"A","1","CONV","30","N"
"0166","35","506188042","0001","SOCI 44 ANNI","0",,"A","1","CONV","30","N"
"0166","36","506188042","0001","SOCI 45 ANNI","0",,"A","1","CONV","30","N"
"0175","1","74680259","0001","MANUFACTURES DIOR DIPENDENTI","0",,"A","1","CONV","30","N"
"0175","2","74680258","0001","MANUFACTURES DIOR DIRIGENTI","0",,"A","1","CONV","30","N"
"0217","9",,"0001","FT5","0",,"A","1","CONV","30","N"
"0202","12","506552234","0001","QUADRI NUCLEO 5 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","12","506552235","0001","QUADRI NUCLEO 5 ASSICURATI","0",,"A","1","CONV","30","N"
"0180","13","506552235","0001","QUADRI NUCLEO 6 ASSICURATI","0",,"A","1","CONV","30","N"
"0202","13","506552234","0001","QUADRI NUCLEO 6 ASSICURATI","0",,"A","1","CONV","30","N"
"0217","24","79244435","0001","FT4 >70 OLEODINAMICA GASPARINI","0",,"A","1","CONV","30","N"
"0218","49","72908294","0001","MT BASE UNDER 70_CAPERNA","0",,"A","1","CONV","0","N"
"0217","151","72908120","0001","FT3 >70 MEPRAG SRL","0",,"A","1","CONV","30","N"
"0217","152","72908359","0001","FT3 ERGA SI SRL","0",,"A","1","CONV","30","N"
"0218","102","500881443","0001","MT BASE UNDER 70_GENNAZZANI","0",,"A","1","CONV","0","N"
"0179","80","506601078","0001","OPZ EPSILON BASE ENERQOS FAM","0",,"A","1","CONV","0","N"
"0025","3","501258069","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0036","4","72908200","0001","TINABA SRL AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0038","7","72908167","0001","MITUTELA BASE 003","0",,"A","1","CONV","0","N"
"0038","8","72908253","0001","MITUTELA BASE 004","0",,"A","1","CONV","0","N"
"0038","9","72908257","0001","MITUTELA BASE 005","0",,"A","1","CONV","0","N"
"0038","10","72908321","0001","MITUTELA BASE 006","0",,"A","1","CONV","0","N"
"0038","11","500881474","0001","MITUTELA BASE 007","0",,"A","1","CONV","0","N"
"0038","12","500881488","0001","MITUTELA BASE 008","0",,"A","1","CONV","0","N"
"0098","53","501049263","0001","FDO TUTELA 10 BEOCOM SRL","0",,"A","1","CONV","30","N"
"0088","142","72908438","0001","MITUTELA BASE 064","0",,"A","1","CONV","0","N"
"0088","163","72908496","0001","MITUTELA MEDIUM 076","0",,"A","1","CONV","0","N"
"0088","164","72908497","0001","MITUTELA MEDIUM 077","0",,"A","1","CONV","0","N"
"0088","165","72908493","0001","MITUTELA BASE 068","0",,"A","1","CONV","0","N"
"0223","1","73624581","0001","ACCURACY Opz. III","0",,"A","1","CONV","30","N"
"0223","2","73624580","0001","ACCURACY Opz. III Bis","0",,"A","1","CONV","30","N"
"0088","167","72908477","0001","MITUTELA MEDIUM 078","0",,"A","1","CONV","0","N"
"0179","48","506601048","0001","OPZ AC/4CK BAD HOTEL BRISTOL","0",,"A","1","CONV","0","N"
"0179","49","505798893","0001","OPZ AC/4CK BAD VISCANIA HOTELS","0",,"A","1","CONV","0","N"
"0218","71","72908320","0001","MT BASE UNDER 70_FALASCA","0",,"A","1","CONV","0","N"
"0218","72","72908261","0001","MT BASE UNDER 70_GALIAZZO","0",,"A","1","CONV","0","N"
"0218","73","500881479","0001","MT BASE OVER 70_SEREN GAY","0",,"A","1","CONV","0","N"
"0218","74","72908271","0001","MT BASE UNDER 70_LENZI","0",,"A","1","CONV","0","N"
"0218","76","72908420","0001","MT BASE UNDER 70_PANERAI","0",,"A","1","CONV","0","N"
"0218","77","72908075","0001","MT MEDIUM UNDER 70_TEZZA","0",,"A","1","CONV","0","N"
"0179","60","505798949","0001","OPZ AI/4CK BAD DEUTSCHE TLK","0",,"A","1","CONV","0","N"
"0179","61","505798949","0001","OPZ SPRING QI DEUTSCHE TLK","0",,"A","1","CONV","0","N"
"0217","182","501049275","0001","FT3 GALVAMET SRL","0",,"A","1","CONV","30","N"
"0217","183","72908422","0001","FT3 BRT HOTELS SRL","0",,"A","1","CONV","30","N"
"0217","184","72908168","0001","FT5 >70 INERTECO SRL","0",,"A","1","CONV","30","N"
"0217","185",,"0001","FT4 AMI SRL","0",,"A","1","CONV","30","N"
"0217","186","72908511","0001","FT3 AMBIENTE E TERRITORIO SRL","0",,"A","1","CONV","30","N"
"0217","187","501049347","0001","FT3 LOVING LUDO SRL","0",,"A","1","CONV","30","N"
"0016","1","731587949","0073","DIPENDENTI CASINO DE LA VALLEE","0",,"A","4","CONV","30","N"
"0019","72","501049254","0001","FONDO TUTELA 11_016","0",,"A","1","CONV","30","N"
"0019","73","501049265","0001","FONDO TUTELA 11_017","0",,"A","1","CONV","30","N"
"0019","74","501049353","0001","FONDO TUTELA 11_018","0",,"A","1","CONV","30","N"
"0053","2","66312903","0001","DIRIGENTI NUCLEO 3 PERSONE","0",,"A","1","CONV","0","N"
"0053","3","66312903","0001","DIRIGENTI NUCLEO > 3 PERSONE","0",,"A","1","CONV","0","N"
"0053","4","66312901","0001","DIRIGENTI Q NUCLEO 1 PERSONA","0",,"A","1","CONV","0","N"
"0019","86","72908069","0001","FDO TUTELA 10 ILSET SRL","0",,"A","1","CONV","30","N"
"0019","87","72908070","0001","FDO TUTELA 10 GIARDI TESSILE","0",,"A","1","CONV","30","N"
"0019","88","72908072","0001","FDO TUTELA 11 PRIMATOUR ITALIA","0",,"A","1","CONV","30","N"
"0019","89","72908072","0001","FDO TUTELA 10 PRIMATOUR ITALIA","0",,"A","1","CONV","30","N"
"0038","28","72908074","0001","MITUTELA BASE 009","0",,"A","1","CONV","0","N"
"0038","29","72908075","0001","MITUTELA MEDIUM 016","0",,"A","1","CONV","0","N"
"0038","30","72908076","0001","MITUTELA BASE 010","0",,"A","1","CONV","0","N"
"0038","31","72908078","0001","MITUTELA TOP 002","0",,"A","1","CONV","0","N"
"0019","90","72908081","0001","FDO TUTELA 10 CASARIN GROUP","0",,"A","1","CONV","30","N"
"0019","91","72908082","0001","FDO TUTELA 01 KREION RE SRL","0",,"A","1","CONV","30","N"
"0038","32","72908086","0001","MITUTELA MEDIUM 017","0",,"A","1","CONV","0","N"
"0038","33","72908087","0001","MITUTELA MEDIUM 018","0",,"A","1","CONV","0","N"
"0019","92","72908090","0001","FDO TUTELA 10 NIFED SRL","0",,"A","1","CONV","30","N"
"0019","93","72908091","0001","FDO TUTELA 10 G.CONSUL SRLS","0",,"A","1","CONV","30","N"
"0019","94","72908092","0001","FDO TUTELA 10 TITANOX SRL","0",,"A","1","CONV","30","N"
"0019","95","72908093","0001","FDO TUTELA 10 F.LLI MANDRINI","0",,"A","1","CONV","30","N"
"0019","96","72908094","0001","FDO TUTELA 10 BM IMMOBILIARE","0",,"A","1","CONV","30","N"
"0038","34","72908098","0001","MITUTELA BASE 011","0",,"A","1","CONV","0","N"
"0038","35","72908099","0001","MITUTELA BASE 012","0",,"A","1","CONV","0","N"
"0038","36","72908102","0001","MITUTELA BASE 013","0",,"A","1","CONV","0","N"
"0038","37","72908103","0001","MITUTELA BASE 014","0",,"A","1","CONV","0","N"
"0019","97","72908094","0001","FDO TUTELA 10 FULL SERVICES","0",,"A","1","CONV","30","N"
"0019","98","72908113","0001","FDO TUTELA 10 RAGGIO SRL","0",,"A","1","CONV","30","N"
"0038","38","72908114","0001","MITUTELA MEDIUM 019","0",,"A","1","CONV","0","N"
"0038","39","72908115","0001","MITUTELA BASE 015","0",,"A","1","CONV","0","N"
"0019","99","72908119","0001","FDO TUTELA 10 MILAGRI SRL","0",,"A","1","CONV","30","N"
"0019","100","72908120","0001","FDO TUTELA 10 MEPRAG SRL","0",,"A","1","CONV","30","N"
"0019","101","72908121","0001","FDO TUTELA 10 BIGFIVE SRL","0",,"A","1","CONV","30","N"
"0038","73","72908312","0001","MITUTELA TOP 003","0",,"A","1","CONV","0","N"
"0019","169","72908341","0001","FDO TUTELA 11 GALLUS SPA","0",,"A","1","CONV","30","N"
"0142","1","501225799","0001","FASDAPI AMMINISTRATORI","0",,"A","1","CONV","30","N"
"0142","2","501225799","0001","AMM. DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","3","501225799","0001","AMM. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","4","501225799","0001","AMM. DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","5","501225799","0001","AMM. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","6","501225799","0001","FASDAPI DIRIGENTI","0",,"A","1","CONV","30","N"
"0142","7","501225799","0001","DIR. DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","8","501225799","0001","DIR. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","9","501225799","0001","DIR. DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","10","501225799","0001","DIR. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","11","501225799","0001","FASDAPI QUADRI","0",,"A","1","CONV","30","N"
"0142","12","501225799","0001","QUADRI DENTARIE IN CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","13","501225799","0001","QUAD. DENTARIE NON CONVENZIONE","0",,"A","1","CONV","30","N"
"0142","14","501225799","0001","QUADRI DENT. CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","15","501225799","0001","QUA. DENT NO CONV. II SEMESTRE","0",,"A","1","CONV","30","N"
"0142","16","501225800","0001","FASDAPI INTEGRATIVA DIRIGENTI","0",,"A","1","CONV","30","N"
"0142","17","501225800","0001","DENTARIE INTEGRATIVA DIRIGENTI","0",,"A","1","CONV","30","N"
"0142","18","501225800","0001","DENTARIE INTEGR. DIR. II SEMES","0",,"A","1","CONV","30","N"
"0098","268","72908404","0001","FDO TUTELA 10 ECO EDILIZIA FWF","0",,"A","1","CONV","30","N"
"0098","274","72908401","0001","FDO TUTELA 11 VANIA SRL","0",,"A","1","CONV","30","N"
"0098","275","72908425","0001","FDO TUTELA 10 PAPA LUCIEN","0",,"A","1","CONV","30","N"
"0098","276","72908426","0001","FDO TUTELA 11 OLDANI CONS. HUB","0",,"A","1","CONV","30","N"
"0217","25","72908330","0001","FT3 MADAMA OLIVA","0",,"A","1","CONV","30","N"
"0217","26","72908330","0001","FT3 >70 MADAMA OLIVA","0",,"A","1","CONV","30","N"
"0218","95","500881492","0001","MT BASE OVER 70_BRACHETTI","0",,"A","1","CONV","0","N"
"0061","2","500010175","0001","AUBAY VENTURINI","0",,"A","1","CONV","0","N"
"0098","283","72908421","0001","FDO TUTELA 10 BARATELLA RAPPR.","0",,"A","1","CONV","30","N"
"0098","317",,"0001","FDO TUTELA 01 INT DA UTILIZZAR","0",,"A","1","CONV","30","N"
"0218","20","72908221","0001","MT MEDIUM UNDER 70_FARONI","0",,"A","1","CONV","0","N"
"0218","21","72908486","0001","MT MEDIUM UNDER 70_BOSCARDIN","0",,"A","1","CONV","0","N"
"0179","50","506601009","0001","OPZ AC/4CK BAD ENEA ROSSI","0",,"A","1","CONV","0","N"
"0179","81","506601185","0001","OPZ SKY HOWDEN EX DIR","0",,"A","1","CONV","0","N"
"0179","82","506601185","0001","OPZ SKY HOWDEN EX DIR FAM","0",,"A","1","CONV","0","N"
"0073","1","501356024","0001","SIGEMI INTEGRATIVA DIRIGENTI","0",,"A","1","CONV","30","N"
"0073","2","505071243","0001","SIGEMI DIPENDENTI","0",,"A","1","CONV","30","N"
"0074","1","502019510","0001","Q8 QUASER DIPENDENTI","0",,"A","1","CONV","30","N"
"0075","1","505280678","0001","Q8","0",,"A","1","CONV","30","N"
"0075","2","505280678","0001","Q8 APPARECCHIO ACUSTICO","0",,"A","1","CONV","30","N"
"0075","3","505280678","0001","Q8 NO MAX FISIOTERAPIA","0",,"A","1","CONV","30","N"
"0075","4","505280678","0001","Q8 NO MAX PSICOANALISI","0",,"A","1","CONV","30","N"
"0075","5","505280678","0001","Q8 COLON E GASTRO","0",,"A","1","CONV","30","N"
"0076","1","74680257","0001","DIOR DIPENDENTI COMPLETA","0",,"A","1","CONV","30","N"
"0076","2","74680257","0001","DIOR DIPENDENTI INTEGRATIVA","0",,"A","1","CONV","30","N"
"0076","3","74680263","0001","DIOR DIRIGENTI","0",,"A","1","CONV","30","N"
"0077","1","74680259","0001","MANUFACTURES DIOR DIPENDENTI","0",,"A","1","CONV","30","N"
"0077","2","74680258","0001","MANUFACTURES DIOR DIRIGENTI","0",,"A","1","CONV","30","N"
"0079","1","114403083","0005","FONDO SOLIDARIETA C.R.LUCCA","0",,"A","3","CONV","30","N"
"0098","265","72908399","0001","FDO TUTELA 10 CRISTED STONE","0",,"A","1","CONV","30","N"
"0088","128","72908400","0001","MITUTELA MEDIUM 056","0",,"A","1","CONV","0","N"
"0217","213","72908406","0001","FT3 MASCA & C.","0",,"A","1","CONV","30","N"
"0024","2","502493025","0001","BDS STANDARD + GAR. AGGIUNTIVE","0",,"A","1","CONV","30","N"
"0019","8","72908112","0001","FONDO TUTELA 12_001","0",,"A","1","CONV","30","N"
"0019","66","72908302","0001","FONDO TUTELA 11_010","0",,"A","1","CONV","30","N"
"0019","67","72908325","0001","FONDO TUTELA 11_011","0",,"A","1","CONV","30","N"
"0019","68","79244433","0001","FONDO TUTELA 11_012","0",,"A","1","CONV","30","N"
"0019","69","79244435","0001","FONDO TUTELA 11_013","0",,"A","1","CONV","30","N"
"0040","1","500881464","0001","ASCOM RICOVERO < 2.000,01","0",,"A","1","CONV","0","N"
"0060","1","501595790","0001","JDS RE HOLDING IMPIEGATI","0",,"A","1","CONV","0","N"
"0061","1","500010368","0001","AUBAY QUADRI","0",,"A","1","CONV","0","N"
"0098","192","79244379","0001","FDO TUTELA 01 INT SANDALJ","0",,"A","1","CONV","30","N"
"0098","193","79244380","0001","FDO TUTELA 01 INT DOLOMITI ENE","0",,"A","1","CONV","30","N"
"0098","194","79244387","0001","FDO TUTELA 01BIS BOTZEN INVEST","0",,"A","1","CONV","30","N"
"0098","195","79244389","0001","FDO TUTELA 01BIS NUMMUS INFO","0",,"A","1","CONV","30","N"
"0098","196","79244396","0001","FDO TUTELA 10 FONTANA ERMES","0",,"A","1","CONV","30","N"
"0098","197","79244402","0001","FDO TUTELA 11 ING. G. LUPI","0",,"A","1","CONV","30","N"
"0098","200","79244412","0001","FDO TUTELA 10 INSER SPA","0",,"A","1","CONV","30","N"
"0098","201","79244412","0001","FDO TUTELA 10 STUDIO GARULLI","0",,"A","1","CONV","30","N"
"0098","203","79244419","0001","FDO TUTELA 04 M.E.P. SRL","0",,"A","1","CONV","30","N"
"0098","273","72908403","0001","FDO TUTELA 11 DIEMMEDUE SERVIZ","0",,"A","1","CONV","30","N"
"0098","302","72908448","0001","FDO TUTELA 10 SANDRA B SPA","0",,"A","1","CONV","30","N"
"0098","304","72908457","0001","FDO TUTELA 11 MASNAGHETTI SRL","0",,"A","1","CONV","30","N"
"0217","39","72908509","0001","FT3 FALLINI FORMAGGI","0",,"A","1","CONV","30","N"
"0218","28","72908468","0001","MT MEDIUM UNDER 70_BERTANI","0",,"A","1","CONV","0","N"
"0218","29","500881883","0001","MT BASE UNDER 70_CANCELLARO","0",,"A","1","CONV","0","N"
"0179","42","505798997","0001","OPZ AC/2 BAD ELECTRALINE","0",,"A","1","CONV","0","N"
"0179","43","506601002","0001","OPZ AC/4CK BAD MOLINO PAGANI","0",,"A","1","CONV","0","N"
"0179","44","505798895","0001","OPZ AC/3 BAD VENDING","0",,"A","1","CONV","0","N"
"0179","45","506601000","0001","OPZ AI/1 BAD SGE SYSCOM","0",,"A","1","CONV","0","N"
"0217","190","72908443","0001","FT6 I&P DI AIRAGHI MAURO & C","0",,"A","1","CONV","30","N"
"0217","219","500881476","0001","FT2 INT CARTIERE DEL GARDA","0",,"A","1","CONV","30","N"
"0019","2","79244383","0001","FONDO TUTELA 01_001BIS","0",,"A","1","CONV","30","N"
"0019","9","72908111","0001","FONDO TUTELA 13_001","0",,"A","1","CONV","30","N"
"0038","21","72908313","0001","MITUTELA MEDIUM 010","0",,"A","1","CONV","0","N"
"0065","1","79268540","0001","MTX QUADRI","0",,"A","1","CONV","0","N"
"0159","1","501258075","0001","SENIOR TITOLARI","0",,"A","1","CONV","30","N"
"0159","2","501258075","0001","SENIOR FAMILIARI","0",,"A","1","CONV","30","N"
"0088","141","72908440","0001","MITUTELA MEDIUM 062","0",,"A","1","CONV","0","N"
"0098","293","72908445","0001","FDO TUTELA 11 IL FONTANONE SRL","0",,"A","1","CONV","30","N"
"0165","2","505586238","0001","SPORT E SALUTE BASE DIP FAM","0",,"A","1","CONV","20","N"
"0165","3","505586238","0001","SPORT E SALUTE BASE DIR","0",,"A","1","CONV","20","N"
"0088","159","72908491","0001","MITUTELA MEDIUM 074","0",,"A","1","CONV","0","N"
"0088","160","72908490","0001","MITUTELA BASE 066","0",,"A","1","CONV","0","N"
"0088","161","72908494","0001","MITUTELA MEDIUM 075","0",,"A","1","CONV","0","N"
"0218","15","500881439","0001","MT BASE OVER 70_BERLUCCHI ANDR","0",,"A","1","CONV","0","N"
"0179","71","505798939","0001","OPZ AI/4CK BAD BOLDROCCHI","0",,"A","1","CONV","0","N"
"0179","73","505798965","0001","OPZ AI/QUAS/5CK BASE ZSCALER","0",,"A","1","CONV","0","N"
"0217","115","72908481","0001","FT3 ASS. FAMILIARI E VITTIME","0",,"A","1","CONV","30","N"
"0099","1","500349752","0001","QUADRI IN SERVIZIO","0",,"A","1","CONV","30","N"
"0100","1","78556572","0001","QUADRI","0",,"A","1","CONV","30","N"
"0101","1","79903489","0001","CAMINADA COMPLETA","0",,"A","1","CONV","0","N"
"0101","2","79903489","0001","CAMINADA INTEGRATIVA","0",,"A","1","CONV","0","N"
"0102","1","79903437","0001","J INVEST IMPIEGATI","0",,"A","1","CONV","0","N"
"0102","2","79903437","0001","J INVEST QUADRI","0",,"A","1","CONV","0","N"
"0103","1","79268540","0001","MTX QUADRI","0",,"A","1","CONV","0","N"
"0104","1","501225933","0001","NEXO AMMINISTRATORI TITOLARE","0",,"A","1","CONV","0","N"
"0105","1","79903922","0001","FLEXTRONICS","0",,"A","1","CONV","0","N"
"0106","1","553075026","0073","DIPENDENTI CASINO DE LA VALLEE","0",,"A","4","CONV","30","N"
"0098","94","72908092","0001","FDO TUTELA 10 TITANOX SRL","0",,"A","1","CONV","30","N"
"0098","95","72908093","0001","FDO TUTELA 10 F.LLI MANDRINI","0",,"A","1","CONV","30","N"
"0098","98","72908113","0001","FDO TUTELA 10 RAGGIO SRL","0",,"A","1","CONV","30","N"
"0098","99","72908119","0001","FDO TUTELA 10 MILAGRI SRL","0",,"A","1","CONV","30","N"
"0217","62","500881494","0001","FT3 BONINI","0",,"A","1","CONV","30","N"
"0217","107","72908500","0001","FT3 PROMO POWER 24","0",,"A","1","CONV","30","N"
"0019","27","72908197","0001","FONDO TUTELA 10_011","0",,"A","1","CONV","30","N"
"0019","28","72908229","0001","FONDO TUTELA 10_012","0",,"A","1","CONV","30","N"
"0019","29","72908234","0001","FONDO TUTELA 10_013","0",,"A","1","CONV","30","N"
"0019","30","72908246","0001","FONDO TUTELA 10_014","0",,"A","1","CONV","30","N"
"0019","31","72908247","0001","FONDO TUTELA 10_015","0",,"A","1","CONV","30","N"
"0019","32","72908272","0001","FONDO TUTELA 10_016","0",,"A","1","CONV","30","N"
"0019","33","72908276","0001","FONDO TUTELA 10_017","0",,"A","1","CONV","30","N"
"0019","34","72908285","0001","FONDO TUTELA 10_018","0",,"A","1","CONV","30","N"
"0019","35","72908316","0001","FONDO TUTELA 10_019","0",,"A","1","CONV","30","N"
"0019","36","72908322","0001","FONDO TUTELA 10_020","0",,"A","1","CONV","30","N"
"0019","37","72908331","0001","FONDO TUTELA 10_021","0",,"A","1","CONV","30","N"
"0019","38","500881405","0001","FONDO TUTELA 10_022","0",,"A","1","CONV","30","N"
"0019","39","500881419","0001","FONDO TUTELA 10_023","0",,"A","1","CONV","30","N"
"0019","40","500881421","0001","FONDO TUTELA 10_024","0",,"A","1","CONV","30","N"
"0019","41","500881428","0001","FONDO TUTELA 10_025","0",,"A","1","CONV","30","N"
"0019","42","500881452","0001","FONDO TUTELA 10_026","0",,"A","1","CONV","30","N"
"0019","43","500881456","0001","FONDO TUTELA 10_027","0",,"A","1","CONV","30","N"
"0019","44","500881460","0001","FONDO TUTELA 10_028","0",,"A","1","CONV","30","N"
"0019","45","500881462","0001","FONDO TUTELA 10_029","0",,"A","1","CONV","30","N"
"0019","46","500881470","0001","FONDO TUTELA 10_030","0",,"A","1","CONV","30","N"
"0019","47","500881484","0001","FONDO TUTELA 10_031","0",,"A","1","CONV","30","N"
"0019","48","500881499","0001","FONDO TUTELA 10_032","0",,"A","1","CONV","30","N"
"0019","49","500881500","0001","FONDO TUTELA 10_033","0",,"A","1","CONV","30","N"
"0019","50","500881843","0001","FONDO TUTELA 10_034","0",,"A","1","CONV","30","N"
"0019","51","501049260","0001","FONDO TUTELA 10_035","0",,"A","1","CONV","30","N"
"0019","52","501049262","0001","FONDO TUTELA 10_036","0",,"A","1","CONV","30","N"
"0019","53","501049263","0001","FONDO TUTELA 10_037","0",,"A","1","CONV","30","N"
"0019","54","501049268","0001","FONDO TUTELA 10_038","0",,"A","1","CONV","30","N"
"0019","55","501049348","0001","FONDO TUTELA 10_039","0",,"A","1","CONV","30","N"
"0019","56","501049359","0001","FONDO TUTELA 10_040","0",,"A","1","CONV","30","N"
"0019","57","501049414","0001","FONDO TUTELA 10_041","0",,"A","1","CONV","30","N"
"0019","58","72908137","0001","FONDO TUTELA 11_002","0",,"A","1","CONV","30","N"
"0019","59","72908156","0001","FONDO TUTELA 11_003","0",,"A","1","CONV","30","N"
"0019","60","72908175","0001","FONDO TUTELA 11_004","0",,"A","1","CONV","30","N"
"0019","61","72908205","0001","FONDO TUTELA 11_005","0",,"A","1","CONV","30","N"
"0019","62","72908239","0001","FONDO TUTELA 11_006","0",,"A","1","CONV","30","N"
"0041","5","501671445","0001","CASSA OPZIONE C INT 001","0",,"A","1","CONV","0","N"
"0041","6","501150937","0001","CASSA OPZIONE D INT 001","0",,"A","1","CONV","0","N"
"0041","7","501671844","0001","CASSA OPZIONE B INT Q TIT 001","0",,"A","1","CONV","0","N"
"0041","8","501671844","0001","CASSA OPZIONE B INT Q FAM 001","0",,"A","1","CONV","0","N"
"0041","9","501671845","0001","CASSA OPZIONE D INT Q TIT 001","0",,"A","1","CONV","0","N"
"0041","10","501671845","0001","CASSA OPZIONE D INT Q FAM 001","0",,"A","1","CONV","0","N"
"0041","11","502088942","0001","CASSA OPZIONE A 002","0",,"A","1","CONV","0","N"
"0041","12","505134332","0001","CASSA OPZIONE A 003","0",,"A","1","CONV","0","N"
"0041","19","501049516","0001","CASSA OPZIONE A INT 004","0",,"A","1","CONV","0","N"
"0041","20","502088058","0001","CASSA OPZIONE A INT 005","0",,"A","1","CONV","0","N"
"0046","1","501049088","0001","DENTONS","0",,"A","1","CONV","0","N"
"0052","1","53655174","0001","DIRIGENTI INTEGRATIVA","0",,"A","1","CONV","0","N"
"0052","2","53655175","0001","QUADRI/IMPIEGATI COMPLETA","0",,"A","1","CONV","0","N"
"0058","2","52268037","0001","DKV OPZ. 3 BASE","0",,"A","1","CONV","0","N"
"0019","147","72908284","0001","FDO TUTELA 12 CROMODORA WHEELS","0",,"A","1","CONV","30","N"
"0019","148","72908287","0001","FDO TUTELA 02 INT INSER SPA","0",,"A","1","CONV","30","N"
"0019","149","72908288","0001","FDO TUTELA 10 NOVA TEK SRL","0",,"A","1","CONV","30","N"
"0019","150","72908289","0001","FDO TUTELA 10 CO.RI.P. SRL","0",,"A","1","CONV","30","N"
"0019","151","72908290","0001","FDO TUTELA 10 MASTROMAURO SAS","0",,"A","1","CONV","30","N"
"0019","152","72908292","0001","FDO TUTELA 10 DE MARCHI SRL","0",,"A","1","CONV","30","N"
"0019","153","72908299","0001","FDO TUTELA 10 SFE SRL","0",,"A","1","CONV","30","N"
"0019","154","72908301","0001","FDO TUTELA 10 MILANILABITARE","0",,"A","1","CONV","30","N"
"0019","155","72908303","0001","FDO TUTELA 12 NUOVA EUROPA SRL","0",,"A","1","CONV","30","N"
"0019","156","72908304","0001","FDO TUTELA 10 ALLE GRAZIE SNC","0",,"A","1","CONV","30","N"
