"COD_ACC","PRG_CONV","OPZIONE","TIPOISCRIZIONE","TIPOOPZIONE","INTEGR_SOST","FLG_INVIOSINISTRIADE","FLG_INVIOCONTRIBUTIADE"
"0050","4","PREVIP","AGENZIA DI CODROIPO",,"SOSTITUTIVA","S","N"
"0088","126","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0110","1","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0085","1","PREVIP","FUNK INTERNATIONAL SPA",,"SOSTITUTIVA","S","N"
"0085","2","PREVIP","FUNK INTERNATIONAL SPA",,"SOSTITUTIVA","S","N"
"0218","7","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","3","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0157","4","SANINT","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0098","313","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","153","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0088","156","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","319","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","86","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","87","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","108","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0146","13","C.A.S.S.A.","ASSITECA",,"SOSTITUTIVA","S","N"
"0098","162","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","100","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","280","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0005","8","AON","AON",,"SOSTITUTIVA","S","N"
"0103","1","PREVIP","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0098","102","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","105","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","118","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","126","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","133","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","134","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","136","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","137","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","139","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","142","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","145","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","152","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","165","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0019","168","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","166","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","286","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","168","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","170","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","172","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","171","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","174","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","177","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","178","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","179","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","181","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","183","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","186","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","188","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","189","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","190","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","199","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","205","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","206","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","207","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","321","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","241","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","253","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0162","2",,,,"INTEGRATIVA","N","N"
"0098","279","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","5","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","156","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0088","136","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0088","137","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0088","139","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","288","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0166","37","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0098","296","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","300","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","185","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0088","141","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","1","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","19","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0166","38","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","39","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","40","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","41","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","42","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","44","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","46","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","49","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","51","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","52","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","54","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0217","155","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0166","56","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","57","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0217","157","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0166","59","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","60","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","63","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0098","331","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","285","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","158","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","159","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","70","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0128","1","PREVIASS II","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","N"
"0129","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","N"
"0129","2","PREVIASS II","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","N"
"0130","1","PREVIASS II","WILLIS TOWER WATSON",,"INTEGRATIVA","S","N"
"0130","2","PREVIASS II","WILLIS TOWER WATSON",,"SOSTITUTIVA","S","N"
"0125","1","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0217","160","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","161","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","162","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0125","4","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0125","10","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0125","11","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0125","19","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0182","1","PREVIP","GCF ASSICURAZIONI",,"SOSTITUTIVA","S","N"
"0182","2","PREVIP","GCF ASSICURAZIONI",,"SOSTITUTIVA","S","N"
"0182","3","PREVIP","GCF ASSICURAZIONI",,"SOSTITUTIVA","S","N"
"0217","163","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","164","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","165","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","173","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0075","2","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0217","178","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","179","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","180","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","185","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","182","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","183","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","184","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0008","1","AON","AON",,"SOSTITUTIVA","S","N"
"0005","6","AON","AON",,"SOSTITUTIVA","S","N"
"0088","148","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","306","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0013","8","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0125","9","PREVIP","MUNICH RE",,"SOSTITUTIVA","S","N"
"0111","2","CASSA PREVILINE ASSISTANCE","AON",,"SOSTITUTIVA","S","N"
"0179","55","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0098","311","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","56","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0016","1","CASSA DIPENDENTI CASINO","AGENZIA ALLIANZ AOSTA",,"SOSTITUTIVA","S","N"
"0075","3","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0108","1","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0108","2","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0108","4","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0108","8","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0108","5","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0108","6","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0217","188","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0108","9","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0108","10","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0179","57","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0108","12","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0108","17","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0108","13","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0098","247","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0108","15","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"SOSTITUTIVA","N","N"
"0142","11","ASSIDAI","PRESIDIUM SPA",,"SOSTITUTIVA","S","N"
"0098","107","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0108","3","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0098","114","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","4","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","115","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","116","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","149","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","153","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","164","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","169","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","292","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0075","4","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0088","51","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0166","23","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0098","246","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","248","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","58","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0098","6","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","271","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","7","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","59","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","60","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","N","N"
"0217","27","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","269","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","272","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","10","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","11","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","12","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","13","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","14","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","15","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","16","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0098","64","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","18","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","23","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","24","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","25","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0098","28","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","61","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0075","5","PREVIP","ROMA TRIONFALE",,"SOSTITUTIVA","S","N"
"0179","62","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0102","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0179","66","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0088","155","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","63","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","67","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","64","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0073","1","PREVIP","ROMA TRIONFALE",,"INTEGRATIVA","S","N"
"0187","1","PREVIP","ROMA TRIONFALE",,"INTEGRATIVA","S","N"
"0179","65","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","68","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","69","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","70","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","71","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","74","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","72","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0210","3","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0013","3","PREVIASS II","AGENZIA ROMA MONTE SACRO (WILLIS ITALIA S.P.A.)",,"SOSTITUTIVA","S","N"
"0179","73","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","75","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","76","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0217","194","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","95","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","77","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","80","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","78","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0218","96","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","195","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","196","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","99","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","98","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","97","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","100","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0205","1","PREVIP","AGENZIA MONTE NERO",,"SOSTITUTIVA","S","N"
"0217","197","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","198","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","199","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","200","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0100","1","PREVIP","AGENZIA MONTE NERO",,"SOSTITUTIVA","S","N"
"0082","1","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0206","2","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0082","2","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0166","67","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0217","201","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","202","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","203","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0217","204","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0179","79","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","81","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0211","1","PREVIP","AGENZIA ALLIANZ MILANO 3",,"SOSTITUTIVA","S","N"
"0179","82","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","83","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0206","1","PREVIP","CONNEXT ITALIA",,"SOSTITUTIVA","S","N"
"0217","17","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0213","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0213","2","PREVIP","MILANO CENTRO",,"INTEGRATIVA","N","N"
"0217","205","FONDO TUTELA","INSER",,"INTEGRATIVA","S","N"
"0214","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0214","2","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0179","84","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","85","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","86","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","87","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0217","31","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0166","45","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","36","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0166","58","MUTUA SAS","ASSIPARIOLI",,"SOSTITUTIVA","S","S"
"0179","38","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","6","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","39","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","40","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","9","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","10","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","11","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","41","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0203","4","SAS","PCA",,"SOSTITUTIVA","S","N"
"0180","9","SAS","PCA",,"SOSTITUTIVA","S","N"
"0180","10","SAS","PCA",,"SOSTITUTIVA","S","N"
"0202","9","SAS","PCA",,"SOSTITUTIVA","S","N"
"0202","10","SAS","PCA",,"SOSTITUTIVA","S","N"
"0179","20","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0179","21","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","22","C.A.S.S.A.","HOWDEN",,"INTEGRATIVA","S","N"
"0179","23","C.A.S.S.A.","HOWDEN",,"SOSTITUTIVA","S","N"
"0217","30","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","22","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","34","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","32","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","33","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","41","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0161","2","BANCO DI SICILIA","AGENZIA PALERMO EMMEGROUP",,"SOSTITUTIVA","N","N"
"0217","74","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","60","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0108","18","PALLADINI & PARTNERS","AGENZIA ALBA 90 (PALLADINI & PARTNERS)",,"INTEGRATIVA","N","N"
"0210","2","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0217","75","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0185","17","ASSIDAI","PRESIDIUM SPA",,"INTEGRATIVA","S","N"
"0210","1","PREVIP","MILANO CENTRO",,"SOSTITUTIVA","S","N"
"0218","50","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0203","5","SAS","PCA",,"SOSTITUTIVA","S","N"
"0218","76","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","39","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","71","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","70","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","212","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0204","1","SAS","PCA",,"SOSTITUTIVA","S","N"
"0218","49","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","55","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","51","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","57","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","54","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","53","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","56","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","58","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","59","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","60","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","61","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","62","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","63","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","64","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","65","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","68","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","52","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","67","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","69","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","70","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","71","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","72","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","73","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","74","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","75","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0204","2","SAS","PCA",,"SOSTITUTIVA","S","N"
"0219","1","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","N","N"
"0218","77","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","81","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","78","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","80","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","76","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","82","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0218","83","MUTUA MITUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","77","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","78","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","79","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","88","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","85","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","90","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
"0217","112","FONDO TUTELA","INSER",,"SOSTITUTIVA","S","N"
